timestamp,area_pixeles,temp_min,temp_max,temp_avg
1772662515.168041,2430,40.0,156.0,97.66
1772662515.1693125,3750,33.0,179.0,120.44
1772662515.1703234,2392,20.0,168.0,84.01
1772662515.1723394,3087,2.0,178.0,73.01
1772662515.1737568,2689,10.0,114.0,57.84
1772662515.2596242,6408,72.0,204.0,161.14
1772662515.2616787,2141,66.0,191.0,142.85
1772662515.263729,2488,72.0,179.0,136.89
1772662515.2659721,1816,107.0,192.0,151.98
1772662515.2679732,1972,35.0,149.0,99.11
1772662515.2699716,1673,10.0,136.0,75.0
1772662515.2720137,1654,115.0,187.0,154.72
1772662515.2741523,801,149.0,202.0,183.77
1772662515.2756617,5931,25.0,154.0,95.81
1772662515.2778573,4076,23.0,162.0,88.73
1772662515.2808583,8281,12.0,178.0,114.94
1772662515.2831936,1863,28.0,107.0,65.28
1772662515.286539,9878,30.0,199.0,123.4
1772662515.359235,1123,123.0,189.0,160.4
1772662515.3622403,1667,74.0,187.0,136.66
1772662515.365237,1018,49.0,148.0,88.08
1772662515.367239,972,44.0,118.0,84.05
1772662515.3692389,1291,9.0,162.0,73.03
1772662515.3712392,1132,33.0,156.0,92.9
1772662515.373239,1962,38.0,112.0,78.65
1772662515.474331,9855,36.0,180.0,107.56
1772662515.4758406,1649,35.0,133.0,92.23
1772662515.478845,1490,80.0,183.0,148.96
1772662515.4818437,815,165.0,199.0,186.31
1772662515.4841347,1972,106.0,200.0,167.35
1772662515.4871323,5671,23.0,168.0,90.91
1772662515.4885225,3342,44.0,171.0,118.19
1772662515.4907079,5510,8.0,152.0,50.4
1772662515.4934385,12006,6.0,204.0,90.44
1772662515.496229,21427,0.0,181.0,108.3
1772662515.5665784,3230,59.0,206.0,169.75
1772662515.568578,6849,14.0,193.0,116.61
1772662515.5705786,1586,35.0,167.0,99.82
1772662515.572579,1597,91.0,185.0,143.77
1772662515.574579,1674,97.0,202.0,148.61
1772662515.5770993,842,110.0,186.0,148.82
1772662515.5800998,11393,28.0,164.0,90.92
1772662515.5810988,5280,9.0,183.0,118.24
1772662515.5833666,16808,15.0,183.0,119.55
